,ISU_CD,ISU_SRT_CD,ISU_NM,ISU_ABBRV,ISU_ENG_NM,LIST_DD,LSTTRD_DD,EXP_DD,ELW_ULY_TP_NM,ULY_NM,LIST_SHRS,ISUR_NM,ELW_CONV_RTO,RGHT_TP_NM,ELW_EXER_TP,EXER_PRC,LP_NM,ORD_SPD_RTO,ELW_LST_SETL_METHD
1666,KRA5731G9DA3,57JACX,한국투자증권(주) 주식워런트증권 제JACX호,한국JACXKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACX,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,318,한국증권,15,현금결제
1667,KRA5731GADA2,57JACY,한국투자증권(주) 주식워런트증권 제JACY호,한국JACYKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACY,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,315,한국증권,15,현금결제
1668,KRA5731GBDA0,57JACZ,한국투자증권(주) 주식워런트증권 제JACZ호,한국JACZKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JACZ,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,312,한국증권,15,현금결제
1669,KRA5731GCDA8,57JADA,한국투자증권(주) 주식워런트증권 제JADA호,한국JADAKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADA,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,310,한국증권,15,현금결제
1670,KRA5731GDDA6,57JADB,한국투자증권(주) 주식워런트증권 제JADB호,한국JADBKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADB,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,308,한국증권,15,현금결제
1671,KRA5731GEDA4,57JADC,한국투자증권(주) 주식워런트증권 제JADC호,한국JADCKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADC,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,305,한국증권,15,현금결제
1672,KRA5731GFDA1,57JADD,한국투자증권(주) 주식워런트증권 제JADD호,한국JADDKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADD,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,302,한국증권,15,현금결제
1673,KRA5731GGDA9,57JADE,한국투자증권(주) 주식워런트증권 제JADE호,한국JADEKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADE,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,300,한국증권,15,현금결제
1674,KRA5731GHDA7,57JADF,한국투자증권(주) 주식워런트증권 제JADF호,한국JADFKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADF,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,298,한국증권,15,현금결제
1675,KRA5731GJDA3,57JADG,한국투자증권(주) 주식워런트증권 제JADG호,한국JADGKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADG,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,295,한국증권,15,현금결제
1676,KRA5731GKDA1,57JADH,한국투자증권(주) 주식워런트증권 제JADH호,한국JADHKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADH,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,292,한국증권,15,현금결제
1677,KRA5732GLDA7,57JADJ,한국투자증권(주) 주식워런트증권 제JADJ호,한국JADJKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JADJ,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"10,000,000",한국증권,100.0,풋,유럽형,295,한국증권,15,현금결제
1678,KRA5732GMDA5,57JADK,한국투자증권(주) 주식워런트증권 제JADK호,한국JADKKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JADK,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,292,한국증권,15,현금결제
1679,KRA5732GNDA3,57JADL,한국투자증권(주) 주식워런트증권 제JADL호,한국JADLKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JADL,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"11,000,000",한국증권,100.0,풋,유럽형,290,한국증권,15,현금결제
1680,KRA5732GPDA8,57JADM,한국투자증권(주) 주식워런트증권 제JADM호,한국JADMKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JADM,2023/10/18,2024/02/08,2024/02/14,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,288,한국증권,15,현금결제
1681,KRA5731GQDA8,57JADN,한국투자증권(주) 주식워런트증권 제JADN호,한국JADNKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADN,2023/10/18,2024/03/14,2024/03/18,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,325,한국증권,15,현금결제
1682,KRA5731GRDA6,57JADP,한국투자증권(주) 주식워런트증권 제JADP호,한국JADPKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADP,2023/10/18,2024/03/14,2024/03/18,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,322,한국증권,15,현금결제
1683,KRA5731GSDA4,57JADQ,한국투자증권(주) 주식워런트증권 제JADQ호,한국JADQKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADQ,2023/10/18,2024/03/14,2024/03/18,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,320,한국증권,15,현금결제
1684,KRA5731GTDA2,57JADR,한국투자증권(주) 주식워런트증권 제JADR호,한국JADRKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADR,2023/10/18,2024/03/14,2024/03/18,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,318,한국증권,15,현금결제
1685,KRA5731GVDA8,57JADS,한국투자증권(주) 주식워런트증권 제JADS호,한국JADSKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADS,2023/10/18,2024/03/14,2024/03/18,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,315,한국증권,15,현금결제
1686,KRA5732GWDA4,57JADT,한국투자증권(주) 주식워런트증권 제JADT호,한국JADTKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JADT,2023/10/18,2024/03/14,2024/03/18,주가지수,코스피 200,"10,000,000",한국증권,100.0,풋,유럽형,295,한국증권,15,현금결제
1687,KRA5732GXDA2,57JADV,한국투자증권(주) 주식워런트증권 제JADV호,한국JADVKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JADV,2023/10/18,2024/03/14,2024/03/18,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,292,한국증권,15,현금결제
1688,KRA5732GYDA0,57JADW,한국투자증권(주) 주식워런트증권 제JADW호,한국JADWKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JADW,2023/10/18,2024/03/14,2024/03/18,주가지수,코스피 200,"11,000,000",한국증권,100.0,풋,유럽형,290,한국증권,15,현금결제
1689,KRA5732GZDA7,57JADX,한국투자증권(주) 주식워런트증권 제JADX호,한국JADXKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JADX,2023/10/18,2024/03/14,2024/03/18,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,288,한국증권,15,현금결제
1690,KRA5731H0DA1,57JADY,한국투자증권(주) 주식워런트증권 제JADY호,한국JADYKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADY,2023/10/18,2024/04/11,2024/04/15,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,325,한국증권,15,현금결제
1691,KRA5731H1DA9,57JADZ,한국투자증권(주) 주식워런트증권 제JADZ호,한국JADZKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JADZ,2023/10/18,2024/04/11,2024/04/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,322,한국증권,15,현금결제
1692,KRA5731H2DA7,57JAEA,한국투자증권(주) 주식워런트증권 제JAEA호,한국JAEAKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAEA,2023/10/18,2024/04/11,2024/04/15,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,320,한국증권,15,현금결제
1693,KRA5731H3DA5,57JAEB,한국투자증권(주) 주식워런트증권 제JAEB호,한국JAEBKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAEB,2023/10/18,2024/04/11,2024/04/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,318,한국증권,15,현금결제
1694,KRA5731H4DA3,57JAEC,한국투자증권(주) 주식워런트증권 제JAEC호,한국JAECKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAEC,2023/10/18,2024/04/11,2024/04/15,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,315,한국증권,15,현금결제
1695,KRA5732H5DA9,57JAED,한국투자증권(주) 주식워런트증권 제JAED호,한국JAEDKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAED,2023/10/18,2024/04/11,2024/04/15,주가지수,코스피 200,"10,000,000",한국증권,100.0,풋,유럽형,295,한국증권,15,현금결제
1696,KRA5732H6DA7,57JAEE,한국투자증권(주) 주식워런트증권 제JAEE호,한국JAEEKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAEE,2023/10/18,2024/04/11,2024/04/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,292,한국증권,15,현금결제
1697,KRA5732H7DA5,57JAEF,한국투자증권(주) 주식워런트증권 제JAEF호,한국JAEFKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAEF,2023/10/18,2024/04/11,2024/04/15,주가지수,코스피 200,"11,000,000",한국증권,100.0,풋,유럽형,290,한국증권,15,현금결제
1698,KRA5732H8DA3,57JAEG,한국투자증권(주) 주식워런트증권 제JAEG호,한국JAEGKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAEG,2023/10/18,2024/04/11,2024/04/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,288,한국증권,15,현금결제
1699,KRA5731H9DA2,57JAEH,한국투자증권(주) 주식워런트증권 제JAEH호,한국JAEHKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAEH,2023/10/18,2024/05/09,2024/05/13,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,325,한국증권,15,현금결제
1700,KRA5731HADA0,57JAEJ,한국투자증권(주) 주식워런트증권 제JAEJ호,한국JAEJKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAEJ,2023/10/18,2024/05/09,2024/05/13,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,322,한국증권,15,현금결제
1701,KRA5731HBDA8,57JAEK,한국투자증권(주) 주식워런트증권 제JAEK호,한국JAEKKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAEK,2023/10/18,2024/05/09,2024/05/13,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,320,한국증권,15,현금결제
1702,KRA5731HCDA6,57JAEL,한국투자증권(주) 주식워런트증권 제JAEL호,한국JAELKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAEL,2023/10/18,2024/05/09,2024/05/13,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,318,한국증권,15,현금결제
1703,KRA5731HDDA4,57JAEM,한국투자증권(주) 주식워런트증권 제JAEM호,한국JAEMKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAEM,2023/10/18,2024/05/09,2024/05/13,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,315,한국증권,15,현금결제
1704,KRA5732HEDA0,57JAEN,한국투자증권(주) 주식워런트증권 제JAEN호,한국JAENKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAEN,2023/10/18,2024/05/09,2024/05/13,주가지수,코스피 200,"10,000,000",한국증권,100.0,풋,유럽형,295,한국증권,15,현금결제
1705,KRA5732HFDA7,57JAEP,한국투자증권(주) 주식워런트증권 제JAEP호,한국JAEPKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAEP,2023/10/18,2024/05/09,2024/05/13,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,292,한국증권,15,현금결제
1706,KRA5732HGDA5,57JAEQ,한국투자증권(주) 주식워런트증권 제JAEQ호,한국JAEQKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAEQ,2023/10/18,2024/05/09,2024/05/13,주가지수,코스피 200,"11,000,000",한국증권,100.0,풋,유럽형,290,한국증권,15,현금결제
1707,KRA5732HHDA3,57JAER,한국투자증권(주) 주식워런트증권 제JAER호,한국JAERKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAER,2023/10/18,2024/05/09,2024/05/13,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,288,한국증권,15,현금결제
1708,KRA5731HJDA1,57JAES,한국투자증권(주) 주식워런트증권 제JAES호,한국JAESKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAES,2023/10/18,2024/06/13,2024/06/17,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,325,한국증권,15,현금결제
1709,KRA5731HKDA9,57JAET,한국투자증권(주) 주식워런트증권 제JAET호,한국JAETKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAET,2023/10/18,2024/06/13,2024/06/17,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,322,한국증권,15,현금결제
1710,KRA5731HLDA7,57JAEV,한국투자증권(주) 주식워런트증권 제JAEV호,한국JAEVKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAEV,2023/10/18,2024/06/13,2024/06/17,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,320,한국증권,15,현금결제
1711,KRA5731HMDA5,57JAEW,한국투자증권(주) 주식워런트증권 제JAEW호,한국JAEWKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAEW,2023/10/18,2024/06/13,2024/06/17,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,318,한국증권,15,현금결제
1712,KRA5731HNDA3,57JAEX,한국투자증권(주) 주식워런트증권 제JAEX호,한국JAEXKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAEX,2023/10/18,2024/06/13,2024/06/17,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,315,한국증권,15,현금결제
1713,KRA5732HPDA6,57JAEY,한국투자증권(주) 주식워런트증권 제JAEY호,한국JAEYKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAEY,2023/10/18,2024/06/13,2024/06/17,주가지수,코스피 200,"10,000,000",한국증권,100.0,풋,유럽형,295,한국증권,15,현금결제
1714,KRA5732HQDA4,57JAEZ,한국투자증권(주) 주식워런트증권 제JAEZ호,한국JAEZKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAEZ,2023/10/18,2024/06/13,2024/06/17,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,292,한국증권,15,현금결제
1715,KRA5732HRDA2,57JAFA,한국투자증권(주) 주식워런트증권 제JAFA호,한국JAFAKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAFA,2023/10/18,2024/06/13,2024/06/17,주가지수,코스피 200,"11,000,000",한국증권,100.0,풋,유럽형,290,한국증권,15,현금결제
1716,KRA5732HSDA0,57JAFB,한국투자증권(주) 주식워런트증권 제JAFB호,한국JAFBKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAFB,2023/10/18,2024/06/13,2024/06/17,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,288,한국증권,15,현금결제
1717,KRA5731HTDA0,57JAFC,한국투자증권(주) 주식워런트증권 제JAFC호,한국JAFCKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFC,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,352,한국증권,15,현금결제
1718,KRA5731HVDA6,57JAFD,한국투자증권(주) 주식워런트증권 제JAFD호,한국JAFDKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFD,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,350,한국증권,15,현금결제
1719,KRA5731HWDA4,57JAFE,한국투자증권(주) 주식워런트증권 제JAFE호,한국JAFEKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFE,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,348,한국증권,15,현금결제
1720,KRA5731HXDA2,57JAFF,한국투자증권(주) 주식워런트증권 제JAFF호,한국JAFFKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFF,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,345,한국증권,15,현금결제
1721,KRA5731HYDA0,57JAFG,한국투자증권(주) 주식워런트증권 제JAFG호,한국JAFGKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFG,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,342,한국증권,15,현금결제
1722,KRA5731HZDA7,57JAFH,한국투자증권(주) 주식워런트증권 제JAFH호,한국JAFHKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFH,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,340,한국증권,15,현금결제
1723,KRA5731J0DA9,57JAFJ,한국투자증권(주) 주식워런트증권 제JAFJ호,한국JAFJKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFJ,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,338,한국증권,15,현금결제
1724,KRA5731J1DA7,57JAFK,한국투자증권(주) 주식워런트증권 제JAFK호,한국JAFKKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFK,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,335,한국증권,15,현금결제
1725,KRA5731J2DA5,57JAFL,한국투자증권(주) 주식워런트증권 제JAFL호,한국JAFLKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFL,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,332,한국증권,15,현금결제
1726,KRA5731J3DA3,57JAFM,한국투자증권(주) 주식워런트증권 제JAFM호,한국JAFMKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFM,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,330,한국증권,15,현금결제
1727,KRA5731J4DA1,57JAFN,한국투자증권(주) 주식워런트증권 제JAFN호,한국JAFNKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFN,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,328,한국증권,15,현금결제
1728,KRA5731J5DA8,57JAFP,한국투자증권(주) 주식워런트증권 제JAFP호,한국JAFPKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFP,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,325,한국증권,15,현금결제
1729,KRA5731J6DA6,57JAFQ,한국투자증권(주) 주식워런트증권 제JAFQ호,한국JAFQKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFQ,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,322,한국증권,15,현금결제
1730,KRA5731J7DA4,57JAFR,한국투자증권(주) 주식워런트증권 제JAFR호,한국JAFRKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFR,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"11,000,000",한국증권,100.0,콜,유럽형,320,한국증권,15,현금결제
1731,KRA5731J8DA2,57JAFS,한국투자증권(주) 주식워런트증권 제JAFS호,한국JAFSKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFS,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,콜,유럽형,318,한국증권,15,현금결제
1732,KRA5731J9DA0,57JAFT,한국투자증권(주) 주식워런트증권 제JAFT호,한국JAFTKOSPI200콜,KOREA INVESTMENT & SECURITIES ELW JAFT,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"10,000,000",한국증권,100.0,콜,유럽형,315,한국증권,15,현금결제
1733,KRA5732JADA4,57JAFV,한국투자증권(주) 주식워런트증권 제JAFV호,한국JAFVKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAFV,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,322,한국증권,15,현금결제
1734,KRA5732JBDA2,57JAFW,한국투자증권(주) 주식워런트증권 제JAFW호,한국JAFWKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAFW,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"11,000,000",한국증권,100.0,풋,유럽형,320,한국증권,15,현금결제
1735,KRA5732JCDA0,57JAFX,한국투자증권(주) 주식워런트증권 제JAFX호,한국JAFXKOSPI200풋,KOREA INVESTMENT & SECURITIES ELW JAFX,2023/10/18,2024/07/11,2024/07/15,주가지수,코스피 200,"9,000,000",한국증권,100.0,풋,유럽형,318,한국증권,15,현금결제
